date,year,aircraft_type,category,manoeuvre,fit,mac,loc,fio,obstacle,enviro,weather,bird_strike,structural,mechanical,incapacitation,airshow,practice,air_race,demo,demo_prac,flypast,flypast_prac,photo_opp,race_practice,aero_comp,flight_test,military,civilian,formation_team,drone_show,pilot_error,pilot_killed,pilot_injured,crew_kill,crew_inj,pax_kill,pax_inj,spec_kill,spec_inj,pub_kill,pub_inj,para_killed,para_inj,fatalities,casualties,event_name,location,country,remarks,contributing_factor,man_factor,machine_factor,medium_factor,mission_factor,management_factor,continent
2011-08-21,2011,Nanchang K-8 Karakoram,Trainer Jet,Flypast,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Air Force Zimbabwe Flypast,Harare ,Zimbabwe,,,0,0,0,1,0,
2011-08-21,2011,Wingwalker,Wing Walker,Wing Walking Transfer Plane to Helicopter,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Selfridge Airshow,Michigan,USA,,,0,0,0,0,0,
2011-08-21,2011,Grumman FM-2 Wildcat,Vintage Fighter Propeller,Landing Groundloop,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wings Over Camarillo Airshow,California,USA,,,1,0,0,0,0,
2011-08-21,2011,Sukhoi T-50 Stealth,Fighter Jet,Takeoff,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MAKS International ,Zhukovsky,Russia,,,0,1,0,0,0,
2011-08-20,2011,BAE Systems Hawk T Mk I,Trainer Jet,Break Initial,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,Bournemouth Airshow,Bournemouth,UK,,,0,0,0,0,0,
2011-08-20,2011,Pitts 12,Sport Aerobatic,Roll Snap Gyroscopic,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,Kansas City Aviation Expo,Missouri,USA,,,0,0,0,0,0,
2011-08-18,2011,Aero Vodochody L-39C,Vintage Trainer Jet,Landing,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MAKS 2011 International Airshow,Zhukovsky,Russia,,,1,0,0,0,0,
2011-08-14,2011,Nanchang CJ-6,Vintage Trainer Propeller,Landing,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Airsho Fargo ,North Dakota,USA,,,0,0,0,0,0,
2011-08-07,2011,BAe Systems Hawk T Mk I,Trainer Jet,Enroute to Land,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Blackpool Airshow,Blackpool,UK,,,0,0,1,0,0,
2011-07-28,2011,North American FJ-4B Fury,Vintage Fighter Jet,Landing,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EAA AirVenture 2011,Oshkosh,USA,,,0,1,0,0,0,
2011-07-28,2011,General Dynamics F-16C,Fighter Jet,Landing,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EAA AirVenture 2011,Oshkosh,USA,,,0,0,1,0,0,
2011-07-10,2011,Replica Fokker DR-1 Triplane,Vintage Fighter Propeller,Landing,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Flying Legends,Duxford,UK,,,0,0,1,0,0,
2011-07-10,2011,North American P-51 Mustang + Skyraider,Vintage Fighter Propeller,Break Initial Balbo,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Flying Legends,Duxford,UK,,,0,0,0,1,0,
2011-07-09,2011,Replica Fokker DR-1 Triplane,Vintage Fighter Propeller,Simulated Dogfight ,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Geneseo Airshow ,New York,USA,,,0,1,0,0,0,
2011-07-03,2011,Panzl S330,Sport Aerobatic,Roll Snap Gyroscopic,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Battle Creek Balloon Festival,Michigan,USA,,,0,1,0,0,0,
2011-07-03,2011,Bücker Jungmann,Vintage Trainer Propeller,Stall Turn,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Military Pageant Airshow,Bedfordshire,UK,,,0,1,0,0,0,
2011-07-01,2011,BAe Hawk Mk.65,Trainer Jet,Aerobatics Unknown,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AirPower11 Airshow,Zeltweg,Austria ,,,0,0,1,0,0,
2011-07-01,2011,Supermarine Spitfire Mk IVII,Vintage Fighter Propeller,Landing,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Lille ,France,,,0,1,0,0,0,
2011-06-26,2011,Sukhoi Su-29,Sport Aerobatic,Takeoff,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rougham Wings & Wheels,Rougham,UK,,,1,0,0,0,0,
2011-06-23,2011,Christen Eagle II,Sport Aerobatic,Loop,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,Minang Aerosport 2011,Kuala Lumpur,Malaysia,,,1,0,0,0,0,
2011-06-19,2011,Airbus A380,Transport Jet,Taxying,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Paris Airshow,Paris ,France,,,0,0,0,0,0,
2011-06-18,2011,Christen Eagle II,Sport Aerobatic,Roll Snap Gyroscopic,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,Plock Airshow,Warsaw,Poland,,,1,0,0,0,0,
2011-06-04,2011,Steen Skybolt,Sport Aerobatic,Roll,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Wings and Wheels Airshow ,Virginia,Canada,,,1,0,0,0,0,
2011-04-06,2011,Boeing McDonnell Douglas F-18,Fighter Jet,Roll Loaded,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,2,,NAS Lemoore ,USA,,,1,0,0,0,0,
2011-03-26,2011,Yakolev 52,Vintage Trainer Propeller,Loop,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,Flagler Warbird Fly In,Florida,USA,,,1,0,0,0,0,
2011-03-12,2011,Waco UPS-7 Biplane,Vintage Trainer Propeller,Spin,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,2,Air Fiesta 2011,Texas,USA,,,0,1,0,0,0,
2011-03-01,2011,Candair CT-114 Tutor,Trainer Jet,Landing,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Moose Jaw ,Canada,,,0,1,0,0,0,
2011-03-01,2011,Israeli C-10 Kfir,Fighter Jet,Flypast,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,Sri Lankan 60th Anniversary,Colombo,Sri Lanka,,,0,0,0,1,0,
2011-02-23,2011,Mudry CAP-21,Sport Aerobatic,Spin Flat Inverted,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,College Park Airshow,Maryland,USA,,,0,1,0,0,0,
2010-10-16,2010,Paraglider Powered ,Experimental Homebuilt,Photo Opp,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,5,Cottonwood 2010 Airfest,Arizona,USA,,,0,0,0,1,0,
2010-09-24,2010,Super Decathlon,Sport Aerobatic,Roll Aileron,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,Bandung 200th Anniversary ,Jakarta,Indonesia,,,1,0,0,0,0,
2010-09-22,2010,Nanchang K-8 Karakoram,Trainer Jet,Landing,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Africa Aerospace Expo,Cape Town ,South Africa,,,0,0,0,0,0,
2010-09-19,2010,Thunder Mustang 3/4 Scale,Experimental Homebuilt,Air Race,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Reno Air Races,Nevada,USA,,,0,1,0,0,0,
2010-09-19,2010,Archaeopteryx Glider,Glider Motorised,Loop,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Coupe Icare 2010,Saint Hilare ,France,Ballistic Recovery System,,0,0,0,0,0,
2010-09-18,2010,Extra 300 ,Sport Aerobatic,Barrel Roll,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,Warngau Flying Club Airshow,Warngau,Germany,,,0,0,0,1,0,
2010-09-18,2010,Bell 206B Jet Ranger,Helicopter,Fly By,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,Fire Fighters Exhibition,San Pedro Sula,Honduras,,,1,0,0,0,0,
2010-09-12,2010,Canadair CT-114 Tutor,Trainer Jet,Aerobatics Unknown,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Nova Scotia International Airshow,Nova Scotia,Canada,,,0,0,1,0,0,
2010-09-05,2010,De Havilland DH-82 Tiger Moth,Vintage Trainer Propeller,Takeoff,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,38,0,0,0,0,0,0,Lillinghof Airshow,Nuremburg,Germany,,,1,0,0,0,0,
2010-09-05,2010,Yakolev 55,Vintage Trainer Propeller,Engine Start,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hessen Airshow,Langenselbold,Germany,,,0,0,0,0,0,
2010-09-04,2010,Hang Glider,Hang Glider,Unknown,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,Hessen Airshow,Bavaria,Germany,,,1,0,0,0,0,
2010-09-04,2010,Mooney 20B ,Light Utility,Air Race,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,2,Rolls Royce Merlin Trophy ,Isle of Wight,UK,,,0,0,0,1,0,
2010-08-22,2010,Swift S-1 Glider,Glider ,Approach,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Shoreham Airshow,Shoreham,UK,,,0,0,1,0,0,
2010-08-21,2010,Supermarine Spitfire Mk XVIII,Vintage Fighter Propeller,Landing,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,Tynset Airshow,Trondheim,Norway,,,1,0,0,0,0,
2010-08-17,2010,Zivko Edge 540 MSX-R,Sport Aerobatic,Downline Snap Roll,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,Air II Festival de Malaga,Casarrubios Del Monte,Spain,,,1,0,0,0,0,
2010-08-15,2010,RANS S-9 Chaos,Light Utility,Loop Outside,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Argentine Hangar of the Sky,Santa Fe,Argentina,,Over g ,0,1,0,0,0,
2010-08-08,2010,Hughes MD-500C,Helicopter,Loop,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,CIS Helicopter Sports Open Cup,Minsk,Belarus,,,1,0,0,0,0,
2010-07-28,2010,McDonnell Douglas C-17 Globemaster,Transport Jet,Turn Positioning,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,4,4,Arctic Thunder Airshow ,Anchorage,Alaska,,,1,0,0,0,0,
2010-07-27,2010,Beech Premier Jet,Business Utility Jet,Landing,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,Oshkosh EAA Airshow,Winsconsin,USA,,,1,0,0,0,0,
2010-07-23,2010,McDonnel Douglas CF-18 Hornet,Fighter Jet,High Alpha Fly By,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Alberta International Airshow,Alberta,Canada,,,1,0,0,0,0,
2010-07-16,2010,Parachutist,Parachuting,Parachuting,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Virginia Airshow,Durban,South Africa,,,0,0,0,0,0,
2010-06-19,2010,Extra 300L,Sport Aerobatic,Spin Flat,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,Methley Bridge Boatyard Festival,Yorkshire,UK,Muller Tower,,1,0,0,0,0,
2010-06-13,2010,Boeing McDonnel Douglas F-18,Fighter Jet,Aerobatics Unknown,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Milwaukee Air & Water Show,Milwaukee,USA,,,0,0,1,0,0,
2010-06-12,2010,Focke Wulf FW-190,Vintage Fighter Propeller,Barrel Roll,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Centennial of Naval Aviation Airshow,Hyeres,France,,,0,1,0,0,0,
2010-06-05,2010,Hang Glider,Hang Glider,Loop,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,Crestline Soaring Society ,California,USA,,,0,1,0,0,0,
2010-06-05,2010,Hang Glider Litespeed ,Hang Glider,Loop,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Crestline Soaring Society ,California,USA,Manual Deployment ,,0,1,0,0,0,
2010-06-05,2010,Breitling MXS-R ,Sport Aerobatic,Turn Pylon,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Red Bull Air Race,Ontario,Canada,,,1,0,0,0,0,
2010-05-31,2010,Bell Boeing MV-22 Osprey,Helicopter,Landing,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,Fleet Week and Memorial Day ,New York,USA,,,0,0,1,0,0,
2010-05-29,2010,Aveko VL-3 Flamingo,Light Utility,Air Race,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,2,President's Trophy Air Race,Limpopo,South Africa,,,0,1,0,0,0,
2010-04-25,2010,Piper PA-38 Tomahawk,Light Utility,Bombburst,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,Flyers Guadalajara 2010 Airshow,Guadalajara,Mexico,,,1,0,0,0,0,
2010-04-16,2010,BAC 167  Strikemaster,Vintage Fighter Jet,Landing,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Thunder over Louisville Airshow,Louisville,USA,,,1,0,0,0,0,
2010-04-15,2010,Zivko Edge 540,Sport Aerobatic,Turn Pylon,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Red Bull Air Race,Perth ,Australia,,,1,0,0,0,0,
2010-04-13,2010,Dassault Dornier Alpha Jet,Trainer Turbojet,Barrel Roll,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,,Vaucluse,France,,,1,0,0,0,0,
2010-04-02,2010,Embraer T-27 Tucano,Trainer Turboprop,Split-S,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,Santa Catarina Flying Club Anniversary,Santa Catarina,Brazil,,,1,0,0,0,0,
2010-03-25,2010,Pilatus PC-7 Mk II,Trainer Turboprop,Stall Turn,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,Universiti Utara Convocation,Kedah ,Malaysia,,,1,0,0,0,0,
2010-03-23,2010,BAE Systems Hawk T Mk I,Trainer Jet,Barrel Roll Opposition Pass,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Red Arrows Pre-Season Training,Crete,Greece,,,0,0,0,1,0,
2010-03-03,2010,HAL HJT-16 Kiran Mk II,Trainer Jet,Bombburst,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,7,0,0,2,2,Indian Aviation 2010 Expo,Hyderabad,India,,,1,0,0,0,0,
2010-03-01,2010,PAC CT/4E Airtrainer,Trainer Propeller,Aerobatics Unknown,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Warbirds over Wanaka,Wanaka,New Zealand,,,0,0,0,1,0,
2010-02-27,2010,Hal Dhruv Helicopter,Helicopter,Unknown,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Vayu Shakti Air Power Demo,New Delhi,India,,,0,1,0,0,0,
2010-01-31,2010,A-37 Dragon Fly,Trainer Jet,Simulated Ground Attack,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,Aereo Ilopango,San Salvador,El Salvador,,,1,0,0,0,0,
2010-01-14,2010,PAC CT/4E Airtrainer,Trainer Propeller,Fish Tail,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,,Ohakea,New Zealand,,,1,0,0,0,0,
2009-11-29,2009,Mudry CAP 20,Sport Aerobatic,Spin,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Quatom Airshow,New Caledonia,Canada,,,1,0,0,0,0,
2009-11-14,2009,English Electric P1B Lightning,Fighter Jet,Turn Steep ,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,TFDC Fly In,Bredasdorp,South Africa,,Maintenance and competencies,0,1,0,0,0,
2009-10-27,2009,HAL Dhruv Helicopter,Helicopter,Turn Descending,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,Ecuador AF 89th Anniversary,Quito,Ecuador,,,1,0,0,0,0,
2009-10-17,2009,Avro 504K Replica,Vintage Trainer Propeller,Climbout after takeoff,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Old Rhineback Museum,New York,USA,,,0,1,0,0,0,
2009-10-07,2009,Mikoyan MiG-23UB,Fighter Jet,Aerobatics Unknown,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,2,2,Libyan Aviation Exhibition LAVEX 2009,Tripoli,Libya,,,1,0,0,0,0,
2009-09-22,2009,Ilyushin IL-76MD,Transport Jet,Flypast,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0,5,0,0,0,0,0,0,0,0,0,7,7,Iran Iraq Anniversary,Tehran,Iraq,,,0,0,0,1,0,
2009-09-19,2009,Extra 300L,Sport Aerobatic,Aerobatics Unknown,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Satu Mare Flying Rally,Satu Mare ,Romania,,,0,1,0,0,0,
2009-09-07,2009,Six-Chuter Motorised Parachute,Experimental Homebuilt,Bombing Drop Candy,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,6,0,0,0,0,1,2,Hooper Tomato Day,Utah,USA,,,1,0,0,0,0,
2009-09-06,2009,Mudry CAP 10,Sport Aerobatic,Loop,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,2,Brixia Airshow,Montichiari,Italy,,Turn before pullout recovered,1,0,0,0,0,
2009-09-04,2009,Iskra TS-11,Vintage Trainer Jet,Landing,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cleveland National Airshow,Cleveland,USA,,,0,1,0,0,0,
2009-08-30,2009,Sukhoi Su-27 Flanker,Fighter Jet,Split-S,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,2,Radom International Airshow,Radom ,Poland,,,1,0,0,0,0,
2009-08-23,2009,Robinson R-44,Helicopter,Approach,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,4,0,0,0,0,0,0,0,5,6,Ellwangen National Airshow,Ellwangen ,Germany,,,0,0,0,1,0,
2009-08-22,2009,Zivko Edge 540,Sport Aerobatic,Downline Roll Snap,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,World Aerobatic Championships,Silverstone ,UK,,Obstruction to rudder pedal,1,0,0,0,0,
2009-08-16,2009,Sukhoi Su-27 Flanker,Fighter Jet,Formation Rejoin ,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0,1,5,0,0,1,3,MAKS 2009,Zhukovsky,Russia,,,0,0,0,1,0,
2009-08-15,2009,Ryan PT-22,Vintage Trainer Propeller,Approach,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,2,Old Timers Fly In ,Shaffen,Belgium,,,0,0,0,0,0,
2009-08-15,2009,Polikarpov I-15,Vintage Fighter Propeller,Taxying,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MAKS 2009,Zhukovsky,Russia,,,0,0,1,0,0,
2009-07-20,2009,Extra 300L,Sport Aerobatic,Aerobatics Unknown,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,,Santiago ,Chile,,,0,1,0,0,0,
2009-07-18,2009,Zlin Z-142,Light Utility,Loop,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,1,Dunakezi Airshow,Budapest,Hungary,,,1,0,0,0,0,
