date,year,aircraft_type,category,manoeuvre,fit,mac,loc,fio,obstacle,enviro,weather,bird_strike,structural,mechanical,incapacitation,airshow,practice,air_race,demo,demo_prac,flypast,flypast_prac,photo_opp,race_practice,aero_comp,flight_test,military,civilian,formation_team,drone_show,pilot_error,pilot_killed,pilot_injured,crew_kill,crew_inj,pax_kill,pax_inj,spec_kill,spec_inj,pub_kill,pub_inj,para_killed,para_inj,fatalities,casualties,event_name,location,country,remarks,contributing_factor,man_factor,machine_factor,medium_factor,mission_factor,management_factor,continent
2019-02-19,2019,BAe Hawk Mk 132,Trainer Jet,Mirror ,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,Aero India ,Bengaluru,India,,,0,0,0,1,0,
2019-02-04,2019,Staudacher S600,Sport Aero,Wingover,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wolfgangsee Air Show,St Wolfgang,Austria,,,0,1,0,0,0,
2018-11-17,2018,North American P-51D Mustang,Vintage Fighter ,Loop,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,2,War November WWII Pacific Combat Prog,Texas,USA,,,1,0,0,0,0,
2018-10-12,2018,Vans RV-8,Light Utility,Roll,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,Culpeper Air Fest,Virginia,USA,,,1,0,0,0,0,
2018-09-29,2018,Parachutist,Parachuting,Parachuting Hot Extraction,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Special Forces Open House,Phalaborwa,South Africa ,,,0,0,1,0,0,
2018-09-28,2018,Chengdu F-7   ,Fighter Jet,Fly Past,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,57th Independence Flypast,Abuja,Nigeria,,,0,0,0,1,0,
2018-09-18,2018,Denel Oryx,Helicopter,Approach,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,Air Power Capability Demo,Gauteng,South Africa,,,1,0,0,0,0,
2018-08-11,2018,De Havilland DH.89 Dragon Rapide,Vintage Transport Propeller,Takeoff,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,5,Abbotsford International Airshow,British Columbia,Canada,,,1,0,0,0,0,
2018-08-04,2018,Steen Skybolt,Sport Aero,Mirror ,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,2,,Suceava,Romania,,,0,0,0,1,0,
2018-07-23,2018,Grumman F7F Tigercat,Vintage Fighter Propeller,Landing ,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Oshkosh EAA Airshow,Winsconsin,USA,,,0,1,0,0,0,
2018-07-20,2018,De Havilland Venom,Vintage Fighter Jet,Takeoff,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,EAA AirVenture 2018,Oshkosh,USA,,,1,0,0,0,0,
2018-07-07,2018,Mikoyan MiG-21 Lancer ,Fighter Jet,Fly By Low,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,Borcea Open Day,Borcea,Romania,,,1,0,0,0,0,
2018-06-02,2018,Hang Glider,Hang Glider,Towing Winch,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,Gunfighter Skies Air and Space Expo,Idaho,USA,,,1,0,0,0,0,
2018-05-30,2018,North American SNJ,Vintage Trainer Propeller,Wingover,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,NAS Pax River Air Expo,New York,USA,,,1,0,0,0,0,
2018-05-29,2018,Fairchild PT-23,Vintage Trainer Propeller,Fly By,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,2,Memorial Day Flyover,Witchita,USA,,,0,0,0,0,0,
2018-05-04,2018,Parachutists,Parachuting,Parachuting,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,18,0,0,SAAF Museum Open Day,Pretoria ,South Africa,,,0,0,0,0,0,
2018-04-27,2018,Northrop F-5 Freedom Fighter,Fighter Jet,Roll,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,Botswana Defence Force Day,Gabarone,Botstwana,,,1,0,0,0,0,
2018-04-25,2018,Wells Englin Starjammer,Sport Aero,Stall Turn,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,Zhengzhou Airshow,Xinhua,China,,,1,0,0,0,0,
2018-04-21,2018,McDonnell Douglas F-18 Hornet,Fighter Jet,Unknown,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Vero Beach Airshow,Florida,USA,,,0,0,1,0,0,
2018-04-04,2018,Lockheed Martin F-16 Falcon,Fighter Jet,Split-S,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,March Field Air & Space Expo,Nevada,USA,,,0,0,0,0,0,
2018-03-31,2018,Yakolev Yak-3,Vintage Fighter Propeller,Landing,0,0,0,1,Cherry Picker,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Warbirds over Wanaka,Wanaka,New Zealand,,,0,0,0,0,0,
2018-03-20,2018,American Champion Super Decathlon DL-30,Sport Aero,Roll,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,Genesa Flying Academy Graduation,Java ,Indonesia,,,1,0,0,0,0,
2018-02-06,2018,KAI TA-50 B Golden Eagle,Fighter Jet,Takeoff,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Singapore Airshow,Changi,Singapore,,,0,0,0,0,0,
2017-10-12,2017,Eurofighter F-2000 Typhoon,Fighter Jet,Break Run In,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,Spanish National Day Celebrations,Madrid,Spain,,,1,0,0,0,0,
2017-09-24,2017,Eurofighter F-2000 Typhoon,Fighter Jet,Loop,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,Terracina Airshow,Terracina,Italy,,,1,0,0,0,0,
2017-09-23,2017,North American P-51 Mustang,Vintage Fighter Propeller,Formation Rejoin,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Battle of Britain Airshow,Cambridgeshire ,UK,,,0,0,0,1,0,
2017-09-03,2017,Agusta 109 ,Helicopter,Parachuting,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,,Liege ,Belgium,Suicide,,0,0,0,0,0,
2017-09-02,2017,Antonov AN-2,Vintage Transport Propeller,Barrel Roll,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,2,70th Anniversary AN-2,Moscow,Russia,,,1,0,0,0,0,
2017-08-26,2017,Canadair CT-114 Tutor,Trainer Jet,Landing,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Atlantic Canada International Air Show,Nova Scotia,Canada,,,0,1,0,0,0,
2017-07-09,2017,North American P-51 Mustang,Vintage Fighter Propeller,Fly By Balbo,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25th Flying Legends,Bedfordshire,UK,,,0,1,0,0,0,
2017-07-09,2017,North American T-6 Harvard,Vintage Trainer Propeller,Landing,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wings and Wheels Airshow ,Ontario,Canada,,,1,0,0,0,0,
2017-07-08,2017,North American P-51 Mustang,Vintage Fighter Propeller,High Speed Fly By,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25th Flying Legends,Bedfordshire,UK,,,0,1,0,0,0,
2017-07-07,2017,Bristell NG-5,Sport Aero,Loop,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,Tambov University Display,Tambov,Russia,,,1,0,0,0,0,
2017-06-23,2017,General Dynamics F-16C,Fighter Jet,Landing,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Vectren Dayton Airshow,Ohio,USA,,,1,0,0,0,0,
2017-06-11,2017,Supermarine Spitfire PR XIX,Vintage Fighter Propeller,Takeoff,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Longuyon Villette Airshow,Lorraine ,France,,,1,0,0,0,0,
2017-06-05,2017,Gloster Gladiator,Vintage Fighter Propeller,Flypast Balbo,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fly Navy,Bedfordshire,UK,,,0,1,0,0,0,
2017-06-04,2017,Supermarine Seafire Mk III,Vintage Fighter Propellq,Landing,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fly Navy,Bedfordshire,UK,,,1,0,0,0,0,
2017-05-28,2017,Parachutist ,Parachuting,Parachuting,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Fleet Week Airshow,"New Jersey, ",USA,,,0,1,0,0,0,
2017-05-27,2017,De Havilland DH 110  Sea Vixen,Vintage Fighter Jet,Landing,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Duxford Airshow,Yeovilton,UK,,,0,1,0,0,0,
2017-05-25,2017,Bell AH-1 Cobra,Helicopter,Landing,0,0,0,1,Building,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Suspension Bridge Show,Tyrol ,Austria,,,0,0,0,0,0,
2017-05-21,2017,Super Cubs Mackey SQ2,Experimental Homebuilt,Landing,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Talkeeta Fly In,Alaska,USA,,,1,0,0,0,0,
2017-05-14,2017,Silence SA1100 Twister,Experimental Homebuilt,Tailslide,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Abingdon Air & Country Show,Oxford,UK,,,0,1,0,0,0,
2017-05-14,2017,Avro 504K Replica,Vintage Trainer Propeller,Fly By,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Abingdon Air & Country Show,Oxford,UK,,,0,1,0,0,0,
2017-05-06,2017,Pitts Special,Sport Aero,Inverted pushover,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SAAF  Museum Airshow,Zwartkop,South Africa,,,0,1,0,0,0,
2017-05-02,2017,Lockheed C-130 Hercules,Transport Turboprop,Flypast Military,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Israel Independence Day Flypast,Tel Aviv,Israel,,,0,0,0,1,0,
2017-04-26,2017,Boeing F/A-18 Hornet,Fighter Jet,Aerobatics Delta Formation,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pensacola Beach Fly By,Florida,USA,,,0,0,0,1,0,
2017-04-09,2017,Cessna 310R,Light Utility,Landing Arrival,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43rd Sun 'n Fun,Florida,USA,,,0,1,0,0,0,
2017-04-08,2017,North American T-6 Harvard,Vintage Trainer Piston,Flypast,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43rd Sun 'n Fun,Florida,USA,,,0,1,0,0,0,
2017-02-17,2017,Pilatus PC-7 ,Trainer Turboprop,Bombburst Horizontal,0,0,0,1,Camera Cable,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Alpine Skiing World Championships,St Moritz,Switzerland,,,0,0,0,0,0,
2017-01-28,2017,Chance Vought F-4U Corsair,Vintage Fighter Propeller,Landing,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hunter Valley Airshow,New South Wales,Australia,,,0,1,0,0,0,
2017-01-26,2017,Grumman G-73 Mallard,Vintage Amphibian,Turn,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,2,Australia Day Airshow,Perth ,Australia,,,1,0,0,0,0,
2017-01-14,2017,SAAB JAS-39C Gripen,Fighter Jet,Roll,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,Thailand National Childrens Day Airshow,Songla Province,Thailand,,,1,0,0,0,0,
2017-01-08,2017,Parachutist ,Parachuting,Parachuting,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8th Vibrant Gujarat Summit,Gandhinagar,India,,,0,0,1,0,0,
2016-11-27,2016,Esqual ,Experimental Homebuilt,Takeoff,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wangaratta Aero Club Day,Wangaratta,Australia,,,0,1,0,0,0,
2016-11-12,2016,Chengdu J-10 ,Fighter Jet,Aerobatics Unknown,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,,Hebei Province,China,,,0,0,0,1,0,
2016-10-29,2016,North Americal TB-25N Mitchell,Vintage Bomber Propeller,Approach,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wings Over Dallas,Texas,USA,Confederate Air Force,,0,1,0,0,0,
2016-09-24,2016,Pitts Special S-2B,Sport Aero,Spin,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,Taean Airshow,South Chungcheoing,South Korea,,,1,0,0,0,0,
2016-09-21,2016,Reberry Hot Stuff 1F-1,Racer,Air Race,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Reno Air Race,Nevada,USA,Commuunication,,0,0,0,0,0,
2016-09-16,2016,De Havilland Vampire T.55,Vintage Fighter Jet,Air Race,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Reno Air Race,Nevada,USA,,,0,0,1,0,0,
2016-09-15,2016,Shijiazhuang LE-500 Little Eagle,Light Utility,Spectator Joy Rides,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,4,4,Shjiazhuang General Aviation Exhibition,Hebei Province,China,,,0,1,0,0,0,
2016-09-10,2016,Glider ,Glider,Approach,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,2,Flugplatzfest Gorssruckerswalde,Saxony,Germany,,,0,0,0,1,0,
2016-08-27,2016,Extremeair XA-42 Sbach 342,Sport Aero,Downline Gyroscopic Tumbles,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1st Silk Road International Convention,Gansu,China,,,1,0,0,0,0,
2016-08-27,2016,Boeing Stearman,Vintage Trainer Propeller,Loop,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,Airshow of the Cascades,Oregon,USA,,,1,0,0,0,0,
2016-08-23,2016,Sopwith F.1  Camel,Vintage Fighter Propeller,Takeoff,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Old Rhineback Museum,New York,USA,,,1,0,0,0,0,
2016-08-20,2016,Hawker Sea Hurricane,Vintage Fighter Propeller,Landing,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Shuttleworth Flying Proms,Bedfordshire,UK,,,0,0,0,0,0,
2016-08-20,2016,Dewoitne D.26,Vintage Utility,Landing,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wittingsburg Airshow,Wittingsburg,Switzerland,,,0,0,0,0,0,
2016-08-14,2016,Druine D.31 Turbulent,Experimental Homebuilt,Balloon Bursting,0,0,0,1,Balloon,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Herne Bay Airshow,Kent ,UK,Carburettor ingested balloon,,0,0,0,0,0,
2016-08-13,2016,Vogt Lo 100 Glider,Glider,Landing ,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eisernhardt Air Festival,Siegen,Germany,,,0,0,1,0,0,
2016-07-31,2016,Martin Mars,Vintage Amphibian,Fly By,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EAA AirVenture,Wisconsin,USA,,,0,0,1,0,0,
2016-07-25,2016,Douglas A-26B Invader,Vintage Bomber Propeller,Landing,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EAA Airventure,Wisconsin,USA,,,0,1,0,0,0,
2016-07-21,2016,Harris-Runyan Skybolt 30,Sport Aero,Stall Turn Stall,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,2,Vance AFB 75th Anniversary Open House,Oklahoma ,USA,,,1,0,0,0,0,
2016-07-17,2016,North American T-28 Trojan,Vintage Trainer Propeller,Loop,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,4 Wing Cold Lake Airshow,Alberta,Canada,,,1,0,0,0,0,
2016-07-13,2016,Parachutist ,Parachuting,Parachuting,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Mesmer Block Party Airshow,New York ,USA,,,1,0,0,0,0,
2016-07-02,2016,Fleet Finch 16B Biplane,Vintage Trainer Propeller,Landing,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Old Rhineback Museum,New York,USA,,,0,1,0,0,0,
2016-06-09,2016,Northrop F-5E Tiger,Fighter Jet,Formation Rejoin ,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Royal Netherlands Air Force (RNLAF) Open House,Leeuwaarden,Netherlands,,,0,0,0,1,0,
2016-06-09,2016,Sukhoi Su-27 Flanker,Fighter Jet,Flypast,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,Aviators Monument Flypast,Moscow,Russia,,,0,1,0,0,0,
2016-06-05,2016,De Havilland DH.82 Tiger Moth,Vintage Trainer Propeller,Takeoff,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Air Ambulance Charity Airshow,Oxfordshire,UK,,,0,0,0,0,0,
2016-06-02,2016,General Dynamics F-16C,Fighter Jet,Flypast Military Graduation,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Air Force Academy Graduation,Colorado,USA,,,0,1,0,0,0,
2016-06-02,2016,Boeing McDonnel Douglas F-18,Fighter Jet,Split-S,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,Great Tenessee Airshow,Nashville,USA,,,1,0,0,0,0,
2016-05-14,2016,Wolff Pitts S-2SW,Sport Aero,Cuban 8 Half,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,Good Neighbour Open House,Georgia ,USA,,,1,0,0,0,0,
2016-05-07,2016,Vendor ,Vendor,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,SAAF Museum Open Day,Zwartkop,South Africa,,,0,0,1,0,0,
2016-04-17,2016,Extra 300L,Sport Aero,Turn Level,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,Aeroshow in Cozumel,Cozumel,Mexico,,Possible GLOC?,1,0,0,0,0,
2016-03-28,2016,North American Harvard T-6,Vintage Trainer Propeller,Landing,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Warbirds over Wanaka,Wanaka,New Zealand,,,1,0,0,0,0,
2015-12-19,2015,KAI TA-50 B ,Trainer Jet,Downline Roll,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,2,70th Anniversary Flight School,Yogyakarta,Indonesia,,,1,0,0,0,0,
2015-10-31,2015,Slick 540,Sport Aero,Lomcevak/Avalanche,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,Squadron Textor Show,San Salvador,Brazil,,,1,0,0,0,0,
2015-09-12,2015,Aero Vodochody L-39 Albatros,Vintage Trainer Jet,Climbing Turn,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,Wings Over Big South Fork,Tenessee,USA,,,0,1,0,0,0,
2015-08-30,2015,Pitts Special S-2B,Sport Aero,Lomcevak,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hirt Flying Club Airshow,Friesach,Austria,,,1,0,0,0,0,
2015-08-29,2015,Replica Supermarine Spitfire ,Vintage Fighter Propeller,Takeoff,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Watts Bridge Gathering of Eagles,Brisbane,Australia,,,1,0,0,0,0,
